Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,343
Base Time Seconds,1621615645
Base Time Fractional,.980337900
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
51,0.0003188055707142,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.113496840
52,0.0003188999253325,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.196163660
53,0.000318923528539,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.278820900
54,0.0003187461406924,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.361472880
55,0.0003192309231963,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.444124780
56,0.0003184980887454,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.526789940
57,0.0003187699185219,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.609453340
58,0.0003189824637957,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.692110340
59,0.0003186044632457,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.774768760
60,0.0003193723678123,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296525,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.857419240
61,0.0003189588314854,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273276,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.940077320
62,0.000318876322126,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.022738660
63,0.0003189943090547,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.105390440
64,0.0003184034430888,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.188054600
65,0.0003186634276062,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000284900,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.270718220
66,0.0003193607262801,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.353375700
67,0.0003190770512447,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.436025740
68,0.0003187818510924,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000319773,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.518685980
69,0.0004776655114256,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.601335200
70,0.0004602363042068,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.684009540
71,0.002238246612251,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000610386,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.766654700
72,0.002240667818114,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.849301680
73,0.002243398455903,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:31,.931955880
74,0.00224199029617,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.014619140
75,0.002242700429633,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000313961,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.097295500
76,0.002243195427582,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000284900,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.179960640
77,0.002242830349132,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.262621840
78,0.002243421506137,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.345274260
79,0.002245607320219,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.427941720
80,0.002243905561045,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.510583560
81,0.002244544913992,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.593241480
82,0.002244201721624,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000250026,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.675889580
83,0.002244389615953,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.758556620
84,0.002244377974421,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.841202380
85,0.002245713723823,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:32,.923854520
86,0.002244129078463,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302337,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.006510420
87,0.002245418028906,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000284900,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.089163100
88,0.002243799157441,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000313961,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.171816300
89,0.002243574243039,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302337,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.254473120
90,0.002244898350909,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000313961,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.337142240
91,0.002245996380225,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302337,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.419793060
92,0.002245252719149,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.502461880
93,0.002245772629976,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.585113560
94,0.002245417563245,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273276,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.667773780
95,0.002245111623779,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:33,.750429060
